City,Year,Data_Type,Mode,Share,Source
Foster City,2019,Residence,Work From Home,0.058,ACS_B08301_5YR
Fremont,2019,Residence,Bicycle,0.004,ACS_B08301_5YR
Fremont,2019,Residence,Carpool,0.099,ACS_B08301_5YR
Fremont,2019,Residence,Drive Alone,0.711,ACS_B08301_5YR
Fremont,2019,Residence,Other,0.011,ACS_B08301_5YR
Fremont,2019,Residence,Transit,0.101,ACS_B08301_5YR
Fremont,2019,Residence,Walk,0.012,ACS_B08301_5YR
Fremont,2019,Residence,Work From Home,0.063,ACS_B08301_5YR
Gilroy,2019,Residence,Bicycle,0.006,ACS_B08301_5YR
Gilroy,2019,Residence,Carpool,0.156,ACS_B08301_5YR
Gilroy,2019,Residence,Drive Alone,0.74,ACS_B08301_5YR
Gilroy,2019,Residence,Other,0.009,ACS_B08301_5YR
Gilroy,2019,Residence,Transit,0.02,ACS_B08301_5YR
Gilroy,2019,Residence,Walk,0.015,ACS_B08301_5YR
Gilroy,2019,Residence,Work From Home,0.055,ACS_B08301_5YR
Half Moon Bay,2019,Residence,Bicycle,0.01,ACS_B08301_5YR
Half Moon Bay,2019,Residence,Carpool,0.123,ACS_B08301_5YR
Half Moon Bay,2019,Residence,Drive Alone,0.753,ACS_B08301_5YR
Half Moon Bay,2019,Residence,Other,0.009,ACS_B08301_5YR
Half Moon Bay,2019,Residence,Transit,0.001,ACS_B08301_5YR
Half Moon Bay,2019,Residence,Walk,0.038,ACS_B08301_5YR
Half Moon Bay,2019,Residence,Work From Home,0.066,ACS_B08301_5YR
Hayward,2019,Residence,Bicycle,0.006,ACS_B08301_5YR
Hayward,2019,Residence,Carpool,0.124,ACS_B08301_5YR
Hayward,2019,Residence,Drive Alone,0.707,ACS_B08301_5YR
Hayward,2019,Residence,Other,0.017,ACS_B08301_5YR
Hayward,2019,Residence,Transit,0.094,ACS_B08301_5YR
Hayward,2019,Residence,Walk,0.017,ACS_B08301_5YR
Hayward,2019,Residence,Work From Home,0.036,ACS_B08301_5YR
Healdsburg,2019,Residence,Bicycle,0.018,ACS_B08301_5YR
Healdsburg,2019,Residence,Carpool,0.071,ACS_B08301_5YR
Healdsburg,2019,Residence,Drive Alone,0.725,ACS_B08301_5YR
Healdsburg,2019,Residence,Other,0.012,ACS_B08301_5YR
Healdsburg,2019,Residence,Transit,0.009,ACS_B08301_5YR
Healdsburg,2019,Residence,Walk,0.087,ACS_B08301_5YR
Healdsburg,2019,Residence,Work From Home,0.077,ACS_B08301_5YR
Hercules,2019,Residence,Bicycle,0,ACS_B08301_5YR
Hercules,2019,Residence,Carpool,0.159,ACS_B08301_5YR
Hercules,2019,Residence,Drive Alone,0.684,ACS_B08301_5YR
Hercules,2019,Residence,Other,0.008,ACS_B08301_5YR
Hercules,2019,Residence,Transit,0.092,ACS_B08301_5YR
Hercules,2019,Residence,Walk,0.003,ACS_B08301_5YR
Hercules,2019,Residence,Work From Home,0.054,ACS_B08301_5YR
Hillsborough,2019,Residence,Bicycle,0.003,ACS_B08301_5YR
Hillsborough,2019,Residence,Carpool,0.075,ACS_B08301_5YR
Hillsborough,2019,Residence,Drive Alone,0.716,ACS_B08301_5YR
Hillsborough,2019,Residence,Other,0.025,ACS_B08301_5YR
Hillsborough,2019,Residence,Transit,0.051,ACS_B08301_5YR
Hillsborough,2019,Residence,Walk,0.001,ACS_B08301_5YR
Hillsborough,2019,Residence,Work From Home,0.13,ACS_B08301_5YR
Lafayette,2019,Residence,Bicycle,0.004,ACS_B08301_5YR
Lafayette,2019,Residence,Carpool,0.05,ACS_B08301_5YR
Lafayette,2019,Residence,Drive Alone,0.614,ACS_B08301_5YR
Lafayette,2019,Residence,Other,0.006,ACS_B08301_5YR
Lafayette,2019,Residence,Transit,0.191,ACS_B08301_5YR
Lafayette,2019,Residence,Walk,0.017,ACS_B08301_5YR
Lafayette,2019,Residence,Work From Home,0.118,ACS_B08301_5YR
Larkspur,2019,Residence,Bicycle,0.01,ACS_B08301_5YR
Larkspur,2019,Residence,Carpool,0.085,ACS_B08301_5YR
Larkspur,2019,Residence,Drive Alone,0.622,ACS_B08301_5YR
Larkspur,2019,Residence,Other,0,ACS_B08301_5YR
Larkspur,2019,Residence,Transit,0.112,ACS_B08301_5YR
Larkspur,2019,Residence,Walk,0.038,ACS_B08301_5YR
Larkspur,2019,Residence,Work From Home,0.133,ACS_B08301_5YR
Livermore,2019,Residence,Bicycle,0.01,ACS_B08301_5YR
Livermore,2019,Residence,Carpool,0.092,ACS_B08301_5YR
Livermore,2019,Residence,Drive Alone,0.77,ACS_B08301_5YR
Livermore,2019,Residence,Other,0.012,ACS_B08301_5YR
Livermore,2019,Residence,Transit,0.043,ACS_B08301_5YR
Livermore,2019,Residence,Walk,0.012,ACS_B08301_5YR
Livermore,2019,Residence,Work From Home,0.06,ACS_B08301_5YR
Los Altos,2019,Residence,Bicycle,0.017,ACS_B08301_5YR
Los Altos,2019,Residence,Carpool,0.064,ACS_B08301_5YR
Los Altos,2019,Residence,Drive Alone,0.769,ACS_B08301_5YR
Los Altos,2019,Residence,Other,0.008,ACS_B08301_5YR
Los Altos,2019,Residence,Transit,0.03,ACS_B08301_5YR
Los Altos,2019,Residence,Walk,0.008,ACS_B08301_5YR
Los Altos,2019,Residence,Work From Home,0.105,ACS_B08301_5YR
Los Altos Hills,2019,Residence,Bicycle,0.013,ACS_B08301_5YR
Los Altos Hills,2019,Residence,Carpool,0.037,ACS_B08301_5YR
Los Altos Hills,2019,Residence,Drive Alone,0.751,ACS_B08301_5YR
Los Altos Hills,2019,Residence,Other,0.021,ACS_B08301_5YR
Los Altos Hills,2019,Residence,Transit,0.008,ACS_B08301_5YR
Los Altos Hills,2019,Residence,Walk,0.014,ACS_B08301_5YR
Los Altos Hills,2019,Residence,Work From Home,0.156,ACS_B08301_5YR
Los Gatos,2019,Residence,Bicycle,0.012,ACS_B08301_5YR
Los Gatos,2019,Residence,Carpool,0.07,ACS_B08301_5YR
Los Gatos,2019,Residence,Drive Alone,0.792,ACS_B08301_5YR
Los Gatos,2019,Residence,Other,0.022,ACS_B08301_5YR
Los Gatos,2019,Residence,Transit,0.008,ACS_B08301_5YR
Los Gatos,2019,Residence,Walk,0.017,ACS_B08301_5YR
Los Gatos,2019,Residence,Work From Home,0.079,ACS_B08301_5YR
Martinez,2019,Residence,Bicycle,0.005,ACS_B08301_5YR
Martinez,2019,Residence,Carpool,0.094,ACS_B08301_5YR
Martinez,2019,Residence,Drive Alone,0.746,ACS_B08301_5YR
Martinez,2019,Residence,Other,0.017,ACS_B08301_5YR
Martinez,2019,Residence,Transit,0.062,ACS_B08301_5YR
Martinez,2019,Residence,Walk,0.018,ACS_B08301_5YR
Martinez,2019,Residence,Work From Home,0.058,ACS_B08301_5YR
Menlo Park,2019,Residence,Bicycle,0.077,ACS_B08301_5YR
Menlo Park,2019,Residence,Carpool,0.059,ACS_B08301_5YR
Menlo Park,2019,Residence,Drive Alone,0.656,ACS_B08301_5YR
Menlo Park,2019,Residence,Other,0.03,ACS_B08301_5YR
Menlo Park,2019,Residence,Transit,0.067,ACS_B08301_5YR
Menlo Park,2019,Residence,Walk,0.026,ACS_B08301_5YR
Menlo Park,2019,Residence,Work From Home,0.086,ACS_B08301_5YR
Mill Valley,2019,Residence,Bicycle,0.035,ACS_B08301_5YR
Mill Valley,2019,Residence,Carpool,0.058,ACS_B08301_5YR
Mill Valley,2019,Residence,Drive Alone,0.612,ACS_B08301_5YR
Mill Valley,2019,Residence,Other,0.009,ACS_B08301_5YR
Mill Valley,2019,Residence,Transit,0.103,ACS_B08301_5YR
Mill Valley,2019,Residence,Walk,0.028,ACS_B08301_5YR
Mill Valley,2019,Residence,Work From Home,0.156,ACS_B08301_5YR
Millbrae,2019,Residence,Bicycle,0.011,ACS_B08301_5YR
Millbrae,2019,Residence,Carpool,0.102,ACS_B08301_5YR
Millbrae,2019,Residence,Drive Alone,0.633,ACS_B08301_5YR
Millbrae,2019,Residence,Other,0.02,ACS_B08301_5YR
Millbrae,2019,Residence,Transit,0.168,ACS_B08301_5YR
Millbrae,2019,Residence,Walk,0.019,ACS_B08301_5YR
Millbrae,2019,Residence,Work From Home,0.048,ACS_B08301_5YR
Milpitas,2019,Residence,Bicycle,0.006,ACS_B08301_5YR
Milpitas,2019,Residence,Carpool,0.117,ACS_B08301_5YR
Milpitas,2019,Residence,Drive Alone,0.782,ACS_B08301_5YR
Milpitas,2019,Residence,Other,0.01,ACS_B08301_5YR
Milpitas,2019,Residence,Transit,0.038,ACS_B08301_5YR
Milpitas,2019,Residence,Walk,0.008,ACS_B08301_5YR
Milpitas,2019,Residence,Work From Home,0.038,ACS_B08301_5YR
Monte Sereno,2019,Residence,Bicycle,0,ACS_B08301_5YR
Monte Sereno,2019,Residence,Carpool,0.061,ACS_B08301_5YR
Monte Sereno,2019,Residence,Drive Alone,0.815,ACS_B08301_5YR
Monte Sereno,2019,Residence,Other,0.011,ACS_B08301_5YR
Monte Sereno,2019,Residence,Transit,0.004,ACS_B08301_5YR
Monte Sereno,2019,Residence,Walk,0.006,ACS_B08301_5YR
Monte Sereno,2019,Residence,Work From Home,0.103,ACS_B08301_5YR
Moraga,2019,Residence,Bicycle,0.002,ACS_B08301_5YR
Moraga,2019,Residence,Carpool,0.072,ACS_B08301_5YR
Moraga,2019,Residence,Drive Alone,0.577,ACS_B08301_5YR
Moraga,2019,Residence,Other,0.01,ACS_B08301_5YR
Moraga,2019,Residence,Transit,0.161,ACS_B08301_5YR
Moraga,2019,Residence,Walk,0.062,ACS_B08301_5YR
Moraga,2019,Residence,Work From Home,0.116,ACS_B08301_5YR
Morgan Hill,2019,Residence,Bicycle,0.01,ACS_B08301_5YR
Morgan Hill,2019,Residence,Carpool,0.107,ACS_B08301_5YR
Morgan Hill,2019,Residence,Drive Alone,0.766,ACS_B08301_5YR
Morgan Hill,2019,Residence,Other,0.006,ACS_B08301_5YR
Morgan Hill,2019,Residence,Transit,0.042,ACS_B08301_5YR
Morgan Hill,2019,Residence,Walk,0.015,ACS_B08301_5YR
Morgan Hill,2019,Residence,Work From Home,0.054,ACS_B08301_5YR
Mountain View,2019,Residence,Bicycle,0.067,ACS_B08301_5YR
Mountain View,2019,Residence,Carpool,0.073,ACS_B08301_5YR
Mountain View,2019,Residence,Drive Alone,0.691,ACS_B08301_5YR
Mountain View,2019,Residence,Other,0.019,ACS_B08301_5YR
Mountain View,2019,Residence,Transit,0.073,ACS_B08301_5YR
Mountain View,2019,Residence,Walk,0.029,ACS_B08301_5YR
Mountain View,2019,Residence,Work From Home,0.049,ACS_B08301_5YR
Napa,2019,Residence,Bicycle,0.013,ACS_B08301_5YR
Napa,2019,Residence,Carpool,0.105,ACS_B08301_5YR
Napa,2019,Residence,Drive Alone,0.77,ACS_B08301_5YR
Napa,2019,Residence,Other,0.014,ACS_B08301_5YR
Napa,2019,Residence,Transit,0.018,ACS_B08301_5YR
Napa,2019,Residence,Walk,0.026,ACS_B08301_5YR
Napa,2019,Residence,Work From Home,0.054,ACS_B08301_5YR
Newark,2019,Residence,Bicycle,0.003,ACS_B08301_5YR
Newark,2019,Residence,Carpool,0.127,ACS_B08301_5YR
Newark,2019,Residence,Drive Alone,0.746,ACS_B08301_5YR
Newark,2019,Residence,Other,0.01,ACS_B08301_5YR
Newark,2019,Residence,Transit,0.046,ACS_B08301_5YR
Newark,2019,Residence,Walk,0.031,ACS_B08301_5YR
Newark,2019,Residence,Work From Home,0.039,ACS_B08301_5YR
Novato,2019,Residence,Bicycle,0.002,ACS_B08301_5YR
Novato,2019,Residence,Carpool,0.118,ACS_B08301_5YR
Novato,2019,Residence,Drive Alone,0.688,ACS_B08301_5YR
Novato,2019,Residence,Other,0.003,ACS_B08301_5YR
Novato,2019,Residence,Transit,0.073,ACS_B08301_5YR
Novato,2019,Residence,Walk,0.026,ACS_B08301_5YR
Novato,2019,Residence,Work From Home,0.089,ACS_B08301_5YR
Oakland,2019,Residence,Bicycle,0.027,ACS_B08301_5YR
Oakland,2019,Residence,Carpool,0.103,ACS_B08301_5YR
Oakland,2019,Residence,Drive Alone,0.509,ACS_B08301_5YR
Oakland,2019,Residence,Other,0.023,ACS_B08301_5YR
Oakland,2019,Residence,Transit,0.235,ACS_B08301_5YR
Oakland,2019,Residence,Walk,0.037,ACS_B08301_5YR
Oakland,2019,Residence,Work From Home,0.067,ACS_B08301_5YR
Oakley,2019,Residence,Bicycle,0.004,ACS_B08301_5YR
Oakley,2019,Residence,Carpool,0.154,ACS_B08301_5YR
Oakley,2019,Residence,Drive Alone,0.758,ACS_B08301_5YR
Oakley,2019,Residence,Other,0.007,ACS_B08301_5YR
Oakley,2019,Residence,Transit,0.03,ACS_B08301_5YR
Oakley,2019,Residence,Walk,0.005,ACS_B08301_5YR
Oakley,2019,Residence,Work From Home,0.041,ACS_B08301_5YR
Orinda,2019,Residence,Bicycle,0.002,ACS_B08301_5YR
Orinda,2019,Residence,Carpool,0.054,ACS_B08301_5YR
Orinda,2019,Residence,Drive Alone,0.574,ACS_B08301_5YR
Orinda,2019,Residence,Other,0.014,ACS_B08301_5YR
Orinda,2019,Residence,Transit,0.214,ACS_B08301_5YR
Orinda,2019,Residence,Walk,0.008,ACS_B08301_5YR
Orinda,2019,Residence,Work From Home,0.132,ACS_B08301_5YR
Pacifica,2019,Residence,Bicycle,0.003,ACS_B08301_5YR
Pacifica,2019,Residence,Carpool,0.103,ACS_B08301_5YR
Pacifica,2019,Residence,Drive Alone,0.727,ACS_B08301_5YR
Pacifica,2019,Residence,Other,0.012,ACS_B08301_5YR
Pacifica,2019,Residence,Transit,0.095,ACS_B08301_5YR
Pacifica,2019,Residence,Walk,0.011,ACS_B08301_5YR
Pacifica,2019,Residence,Work From Home,0.049,ACS_B08301_5YR
Palo Alto,2019,Residence,Bicycle,0.092,ACS_B08301_5YR
Palo Alto,2019,Residence,Carpool,0.061,ACS_B08301_5YR
Palo Alto,2019,Residence,Drive Alone,0.628,ACS_B08301_5YR
Palo Alto,2019,Residence,Other,0.014,ACS_B08301_5YR
Palo Alto,2019,Residence,Transit,0.062,ACS_B08301_5YR
Palo Alto,2019,Residence,Walk,0.046,ACS_B08301_5YR
Palo Alto,2019,Residence,Work From Home,0.098,ACS_B08301_5YR
Petaluma,2019,Residence,Bicycle,0.006,ACS_B08301_5YR
Petaluma,2019,Residence,Carpool,0.116,ACS_B08301_5YR
Petaluma,2019,Residence,Drive Alone,0.726,ACS_B08301_5YR
Petaluma,2019,Residence,Other,0.016,ACS_B08301_5YR
Petaluma,2019,Residence,Transit,0.031,ACS_B08301_5YR
Petaluma,2019,Residence,Walk,0.019,ACS_B08301_5YR
Petaluma,2019,Residence,Work From Home,0.087,ACS_B08301_5YR
Piedmont,2019,Residence,Bicycle,0.013,ACS_B08301_5YR
Piedmont,2019,Residence,Carpool,0.129,ACS_B08301_5YR
Piedmont,2019,Residence,Drive Alone,0.528,ACS_B08301_5YR
Piedmont,2019,Residence,Other,0.023,ACS_B08301_5YR
Piedmont,2019,Residence,Transit,0.153,ACS_B08301_5YR
Piedmont,2019,Residence,Walk,0.019,ACS_B08301_5YR
Piedmont,2019,Residence,Work From Home,0.136,ACS_B08301_5YR
Pinole,2019,Residence,Bicycle,0.001,ACS_B08301_5YR
Pinole,2019,Residence,Carpool,0.102,ACS_B08301_5YR
Pinole,2019,Residence,Drive Alone,0.735,ACS_B08301_5YR
Pinole,2019,Residence,Other,0.01,ACS_B08301_5YR
Pinole,2019,Residence,Transit,0.099,ACS_B08301_5YR
Pinole,2019,Residence,Walk,0.013,ACS_B08301_5YR
Pinole,2019,Residence,Work From Home,0.039,ACS_B08301_5YR
Pittsburg,2019,Residence,Bicycle,0,ACS_B08301_5YR
Pittsburg,2019,Residence,Carpool,0.156,ACS_B08301_5YR
Pittsburg,2019,Residence,Drive Alone,0.664,ACS_B08301_5YR
Pittsburg,2019,Residence,Other,0.016,ACS_B08301_5YR
Pittsburg,2019,Residence,Transit,0.11,ACS_B08301_5YR
Pittsburg,2019,Residence,Walk,0.02,ACS_B08301_5YR
Pittsburg,2019,Residence,Work From Home,0.034,ACS_B08301_5YR
Pleasant Hill,2019,Residence,Bicycle,0.01,ACS_B08301_5YR
Pleasant Hill,2019,Residence,Carpool,0.055,ACS_B08301_5YR
Pleasant Hill,2019,Residence,Drive Alone,0.697,ACS_B08301_5YR
Pleasant Hill,2019,Residence,Other,0.013,ACS_B08301_5YR
Pleasant Hill,2019,Residence,Transit,0.138,ACS_B08301_5YR
Pleasant Hill,2019,Residence,Walk,0.019,ACS_B08301_5YR
Pleasant Hill,2019,Residence,Work From Home,0.068,ACS_B08301_5YR
Pleasanton,2019,Residence,Bicycle,0.01,ACS_B08301_5YR
Pleasanton,2019,Residence,Carpool,0.073,ACS_B08301_5YR
Pleasanton,2019,Residence,Drive Alone,0.692,ACS_B08301_5YR
Pleasanton,2019,Residence,Other,0.013,ACS_B08301_5YR
Pleasanton,2019,Residence,Transit,0.103,ACS_B08301_5YR
Pleasanton,2019,Residence,Walk,0.026,ACS_B08301_5YR
Pleasanton,2019,Residence,Work From Home,0.084,ACS_B08301_5YR
Portola Valley,2019,Residence,Bicycle,0.039,ACS_B08301_5YR
Portola Valley,2019,Residence,Carpool,0.015,ACS_B08301_5YR
Portola Valley,2019,Residence,Drive Alone,0.67,ACS_B08301_5YR
Portola Valley,2019,Residence,Other,0.015,ACS_B08301_5YR
Portola Valley,2019,Residence,Transit,0,ACS_B08301_5YR
Portola Valley,2019,Residence,Walk,0.03,ACS_B08301_5YR
Portola Valley,2019,Residence,Work From Home,0.231,ACS_B08301_5YR
Redwood City,2019,Residence,Bicycle,0.022,ACS_B08301_5YR
Redwood City,2019,Residence,Carpool,0.087,ACS_B08301_5YR
Redwood City,2019,Residence,Drive Alone,0.726,ACS_B08301_5YR
Redwood City,2019,Residence,Other,0.018,ACS_B08301_5YR
Redwood City,2019,Residence,Transit,0.063,ACS_B08301_5YR
Redwood City,2019,Residence,Walk,0.039,ACS_B08301_5YR
Redwood City,2019,Residence,Work From Home,0.046,ACS_B08301_5YR
Richmond,2019,Residence,Bicycle,0.007,ACS_B08301_5YR
Richmond,2019,Residence,Carpool,0.151,ACS_B08301_5YR
Richmond,2019,Residence,Drive Alone,0.626,ACS_B08301_5YR
Richmond,2019,Residence,Other,0.014,ACS_B08301_5YR
Richmond,2019,Residence,Transit,0.136,ACS_B08301_5YR
Richmond,2019,Residence,Walk,0.021,ACS_B08301_5YR
Richmond,2019,Residence,Work From Home,0.045,ACS_B08301_5YR
Rio Vista,2019,Residence,Bicycle,0,ACS_B08301_5YR
Rio Vista,2019,Residence,Carpool,0.074,ACS_B08301_5YR
Rio Vista,2019,Residence,Drive Alone,0.736,ACS_B08301_5YR
Rio Vista,2019,Residence,Other,0.02,ACS_B08301_5YR
Rio Vista,2019,Residence,Transit,0.051,ACS_B08301_5YR
Rio Vista,2019,Residence,Walk,0.036,ACS_B08301_5YR
Rio Vista,2019,Residence,Work From Home,0.083,ACS_B08301_5YR
Rohnert Park,2019,Residence,Bicycle,0.01,ACS_B08301_5YR
Rohnert Park,2019,Residence,Carpool,0.126,ACS_B08301_5YR
Rohnert Park,2019,Residence,Drive Alone,0.771,ACS_B08301_5YR
Rohnert Park,2019,Residence,Other,0.014,ACS_B08301_5YR
Rohnert Park,2019,Residence,Transit,0.016,ACS_B08301_5YR
Rohnert Park,2019,Residence,Walk,0.021,ACS_B08301_5YR
Rohnert Park,2019,Residence,Work From Home,0.043,ACS_B08301_5YR
Ross,2019,Residence,Bicycle,0.008,ACS_B08301_5YR
Ross,2019,Residence,Carpool,0.037,ACS_B08301_5YR
Ross,2019,Residence,Drive Alone,0.613,ACS_B08301_5YR
Ross,2019,Residence,Other,0.002,ACS_B08301_5YR
Ross,2019,Residence,Transit,0.117,ACS_B08301_5YR
Ross,2019,Residence,Walk,0.054,ACS_B08301_5YR
Ross,2019,Residence,Work From Home,0.168,ACS_B08301_5YR
San Anselmo,2019,Residence,Bicycle,0.027,ACS_B08301_5YR
San Anselmo,2019,Residence,Carpool,0.048,ACS_B08301_5YR
San Anselmo,2019,Residence,Drive Alone,0.641,ACS_B08301_5YR
San Anselmo,2019,Residence,Other,0.005,ACS_B08301_5YR
San Anselmo,2019,Residence,Transit,0.089,ACS_B08301_5YR
San Anselmo,2019,Residence,Walk,0.069,ACS_B08301_5YR
San Anselmo,2019,Residence,Work From Home,0.121,ACS_B08301_5YR
San Bruno,2019,Residence,Bicycle,0.005,ACS_B08301_5YR
San Bruno,2019,Residence,Carpool,0.111,ACS_B08301_5YR
San Bruno,2019,Residence,Drive Alone,0.66,ACS_B08301_5YR
San Bruno,2019,Residence,Other,0.02,ACS_B08301_5YR
San Bruno,2019,Residence,Transit,0.157,ACS_B08301_5YR
San Bruno,2019,Residence,Walk,0.021,ACS_B08301_5YR
San Bruno,2019,Residence,Work From Home,0.026,ACS_B08301_5YR
San Carlos,2019,Residence,Bicycle,0.01,ACS_B08301_5YR
San Carlos,2019,Residence,Carpool,0.049,ACS_B08301_5YR
San Carlos,2019,Residence,Drive Alone,0.748,ACS_B08301_5YR
San Carlos,2019,Residence,Other,0.009,ACS_B08301_5YR
San Carlos,2019,Residence,Transit,0.077,ACS_B08301_5YR
San Carlos,2019,Residence,Walk,0.027,ACS_B08301_5YR
San Carlos,2019,Residence,Work From Home,0.081,ACS_B08301_5YR
San Francisco,2019,Residence,Bicycle,0.04,ACS_B08301_5YR
San Francisco,2019,Residence,Carpool,0.069,ACS_B08301_5YR
San Francisco,2019,Residence,Drive Alone,0.321,ACS_B08301_5YR
San Francisco,2019,Residence,Other,0.039,ACS_B08301_5YR
San Francisco,2019,Residence,Transit,0.348,ACS_B08301_5YR
San Francisco,2019,Residence,Walk,0.118,ACS_B08301_5YR
San Francisco,2019,Residence,Work From Home,0.066,ACS_B08301_5YR
San Jose,2019,Residence,Bicycle,0.008,ACS_B08301_5YR
San Jose,2019,Residence,Carpool,0.117,ACS_B08301_5YR
San Jose,2019,Residence,Drive Alone,0.758,ACS_B08301_5YR
San Jose,2019,Residence,Other,0.012,ACS_B08301_5YR
San Jose,2019,Residence,Transit,0.045,ACS_B08301_5YR
San Jose,2019,Residence,Walk,0.018,ACS_B08301_5YR
San Jose,2019,Residence,Work From Home,0.042,ACS_B08301_5YR
San Leandro,2019,Residence,Bicycle,0.005,ACS_B08301_5YR
San Leandro,2019,Residence,Carpool,0.107,ACS_B08301_5YR
San Leandro,2019,Residence,Drive Alone,0.676,ACS_B08301_5YR
San Leandro,2019,Residence,Other,0.017,ACS_B08301_5YR
San Leandro,2019,Residence,Transit,0.137,ACS_B08301_5YR
San Leandro,2019,Residence,Walk,0.017,ACS_B08301_5YR
San Leandro,2019,Residence,Work From Home,0.041,ACS_B08301_5YR
San Mateo,2019,Residence,Bicycle,0.014,ACS_B08301_5YR
San Mateo,2019,Residence,Carpool,0.095,ACS_B08301_5YR
San Mateo,2019,Residence,Drive Alone,0.67,ACS_B08301_5YR
San Mateo,2019,Residence,Other,0.023,ACS_B08301_5YR
San Mateo,2019,Residence,Transit,0.116,ACS_B08301_5YR
San Mateo,2019,Residence,Walk,0.024,ACS_B08301_5YR
San Mateo,2019,Residence,Work From Home,0.057,ACS_B08301_5YR
San Pablo,2019,Residence,Bicycle,0,ACS_B08301_5YR
San Pablo,2019,Residence,Carpool,0.18,ACS_B08301_5YR
San Pablo,2019,Residence,Drive Alone,0.644,ACS_B08301_5YR
San Pablo,2019,Residence,Other,0.008,ACS_B08301_5YR
San Pablo,2019,Residence,Transit,0.114,ACS_B08301_5YR
San Pablo,2019,Residence,Walk,0.028,ACS_B08301_5YR
San Pablo,2019,Residence,Work From Home,0.026,ACS_B08301_5YR
San Rafael,2019,Residence,Bicycle,0.015,ACS_B08301_5YR
San Rafael,2019,Residence,Carpool,0.087,ACS_B08301_5YR
San Rafael,2019,Residence,Drive Alone,0.64,ACS_B08301_5YR
San Rafael,2019,Residence,Other,0.013,ACS_B08301_5YR
San Rafael,2019,Residence,Transit,0.099,ACS_B08301_5YR
San Rafael,2019,Residence,Walk,0.039,ACS_B08301_5YR
San Rafael,2019,Residence,Work From Home,0.108,ACS_B08301_5YR
San Ramon,2019,Residence,Bicycle,0.002,ACS_B08301_5YR
San Ramon,2019,Residence,Carpool,0.082,ACS_B08301_5YR
San Ramon,2019,Residence,Drive Alone,0.72,ACS_B08301_5YR
San Ramon,2019,Residence,Other,0.008,ACS_B08301_5YR
San Ramon,2019,Residence,Transit,0.091,ACS_B08301_5YR
San Ramon,2019,Residence,Walk,0.008,ACS_B08301_5YR
San Ramon,2019,Residence,Work From Home,0.089,ACS_B08301_5YR
Santa Clara,2019,Residence,Bicycle,0.017,ACS_B08301_5YR
Santa Clara,2019,Residence,Carpool,0.098,ACS_B08301_5YR
Santa Clara,2019,Residence,Drive Alone,0.742,ACS_B08301_5YR
Santa Clara,2019,Residence,Other,0.015,ACS_B08301_5YR
Santa Clara,2019,Residence,Transit,0.044,ACS_B08301_5YR
Santa Clara,2019,Residence,Walk,0.035,ACS_B08301_5YR
Santa Clara,2019,Residence,Work From Home,0.049,ACS_B08301_5YR
Santa Rosa,2019,Residence,Bicycle,0.012,ACS_B08301_5YR
Santa Rosa,2019,Residence,Carpool,0.115,ACS_B08301_5YR
Santa Rosa,2019,Residence,Drive Alone,0.779,ACS_B08301_5YR
Santa Rosa,2019,Residence,Other,0.011,ACS_B08301_5YR
Santa Rosa,2019,Residence,Transit,0.017,ACS_B08301_5YR
Santa Rosa,2019,Residence,Walk,0.017,ACS_B08301_5YR
Santa Rosa,2019,Residence,Work From Home,0.048,ACS_B08301_5YR
Saratoga,2019,Residence,Bicycle,0.004,ACS_B08301_5YR
Saratoga,2019,Residence,Carpool,0.063,ACS_B08301_5YR
Saratoga,2019,Residence,Drive Alone,0.8,ACS_B08301_5YR
Saratoga,2019,Residence,Other,0.005,ACS_B08301_5YR
Saratoga,2019,Residence,Transit,0.012,ACS_B08301_5YR
Saratoga,2019,Residence,Walk,0.012,ACS_B08301_5YR
Saratoga,2019,Residence,Work From Home,0.102,ACS_B08301_5YR
Sausalito,2019,Residence,Bicycle,0.013,ACS_B08301_5YR
Sausalito,2019,Residence,Carpool,0.06,ACS_B08301_5YR
Sausalito,2019,Residence,Drive Alone,0.586,ACS_B08301_5YR
Sausalito,2019,Residence,Other,0.017,ACS_B08301_5YR
Sausalito,2019,Residence,Transit,0.153,ACS_B08301_5YR
Sausalito,2019,Residence,Walk,0.026,ACS_B08301_5YR
Sausalito,2019,Residence,Work From Home,0.146,ACS_B08301_5YR
Sebastopol,2019,Residence,Bicycle,0.002,ACS_B08301_5YR
Sebastopol,2019,Residence,Carpool,0.12,ACS_B08301_5YR
Sebastopol,2019,Residence,Drive Alone,0.735,ACS_B08301_5YR
Sebastopol,2019,Residence,Other,0.004,ACS_B08301_5YR
Sebastopol,2019,Residence,Transit,0.018,ACS_B08301_5YR
Sebastopol,2019,Residence,Walk,0.034,ACS_B08301_5YR
Sebastopol,2019,Residence,Work From Home,0.087,ACS_B08301_5YR
Sonoma,2019,Residence,Bicycle,0.005,ACS_B08301_5YR
Sonoma,2019,Residence,Carpool,0.075,ACS_B08301_5YR
Sonoma,2019,Residence,Drive Alone,0.725,ACS_B08301_5YR
Sonoma,2019,Residence,Other,0.011,ACS_B08301_5YR
Sonoma,2019,Residence,Transit,0.029,ACS_B08301_5YR
Sonoma,2019,Residence,Walk,0.049,ACS_B08301_5YR
Sonoma,2019,Residence,Work From Home,0.105,ACS_B08301_5YR
South San Francisco,2019,Residence,Bicycle,0.003,ACS_B08301_5YR
South San Francisco,2019,Residence,Carpool,0.145,ACS_B08301_5YR
